case_type,benchmark,method,level_pct,n_samples,geometry_fraction_median,geometry_fraction_iqr,geometry_fraction_std,geometry_fraction_control_median,geometry_fraction_paired_diff_median,narrow_gap_fraction_median,narrow_gap_fraction_iqr,narrow_gap_fraction_std,narrow_gap_fraction_control_median,narrow_gap_fraction_paired_diff_median,thin_line_fraction_median,thin_line_fraction_iqr,thin_line_fraction_std,thin_line_fraction_control_median,thin_line_fraction_paired_diff_median,boundary_proximity_mean_median,boundary_proximity_mean_iqr,boundary_proximity_mean_std,boundary_proximity_mean_control_median,boundary_proximity_mean_paired_diff_median,junction_recall_median,junction_recall_iqr,junction_recall_std,junction_recall_control_median,junction_recall_paired_diff_median,junction_density_per_kpx_median,junction_density_per_kpx_iqr,junction_density_per_kpx_std,junction_density_per_kpx_control_median,junction_density_per_kpx_paired_diff_median,corner_recall_median,corner_recall_iqr,corner_recall_std,corner_recall_control_median,corner_recall_paired_diff_median,corner_density_per_kpx_median,corner_density_per_kpx_iqr,corner_density_per_kpx_std,corner_density_per_kpx_control_median,corner_density_per_kpx_paired_diff_median,local_density_mean_median,local_density_mean_iqr,local_density_mean_std,local_density_mean_control_median,local_density_mean_paired_diff_median
FN,iccad1,gradcam,10,2,0.0004,0.0004,0.0004,0.1043,-0.1038,0.0517,0.0013,0.0013,0.1769,-0.1252,0.0004,0.0004,0.0004,0.0359,-0.0355,71.0825,0.7915,0.7915,31.7263,39.3562,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.1693,-0.1693,0.0044,0.0045,0.0044,0.1087,-0.1042,0.299,0.299,0.299,6.429,-6.13,0.014,0.0016,0.0016,0.1069,-0.093
FN,iccad1,gradcam,20,2,0.0005,0.0005,0.0005,0.1177,-0.1172,0.0311,0.0015,0.0015,0.1881,-0.157,0.0005,0.0005,0.0005,0.0395,-0.039,61.438,0.061,0.061,32.3104,29.1276,0.0,0.0,0.0,0.1167,-0.1167,0.0,0.0,0.0,0.1482,-0.1482,0.0089,0.0089,0.0089,0.2192,-0.2102,0.299,0.299,0.299,6.5495,-6.2505,0.0083,0.0015,0.0015,0.1187,-0.1104
FN,iccad1,gradcam,30,2,0.0003,0.0003,0.0003,0.1119,-0.1115,0.0207,0.001,0.001,0.1767,-0.156,0.0003,0.0003,0.0003,0.0382,-0.0378,59.215,0.09,0.09,34.254,24.9611,0.0,0.0,0.0,0.1666,-0.1666,0.0,0.0,0.0,0.141,-0.141,0.0089,0.0089,0.0089,0.3046,-0.2957,0.1995,0.1995,0.1995,6.0536,-5.8541,0.0055,0.001,0.001,0.1112,-0.1057
FN,iccad1,gradcam_plus,10,2,0.1692,0.0203,0.0203,0.1043,0.065,0.6375,0.0355,0.0355,0.1769,0.4606,0.0912,0.0037,0.0037,0.0359,0.0552,4.663,0.214,0.214,31.7263,-27.0633,0.5,0.5,0.5,0.0667,0.4334,1.2955,1.2955,1.2955,0.1693,1.1263,0.474,0.0674,0.0674,0.1087,0.3653,29.2945,7.1745,7.1745,6.429,22.8655,0.2886,0.0246,0.0246,0.1069,0.1817
FN,iccad1,gradcam_plus,20,2,0.1844,0.0332,0.0332,0.1177,0.0668,0.5458,0.04,0.04,0.1881,0.3577,0.0949,0.0078,0.0078,0.0395,0.0554,5.2535,0.3895,0.3895,32.3104,-27.0569,0.5,0.5,0.5,0.1167,0.3833,0.6475,0.6475,0.6475,0.1482,0.4993,0.7601,0.0239,0.0239,0.2192,0.541,23.219,3.189,3.189,6.5495,16.6695,0.2595,0.0198,0.0198,0.1187,0.1407
FN,iccad1,gradcam_plus,30,2,0.1866,0.0228,0.0228,0.1119,0.0748,0.4917,0.0284,0.0285,0.1767,0.315,0.09,0.0072,0.0072,0.0382,0.0519,6.02,0.184,0.184,34.254,-28.234,0.5,0.5,0.5,0.1666,0.3334,0.432,0.432,0.432,0.141,0.291,0.9675,0.0178,0.0178,0.3046,0.6629,19.5975,1.7275,1.7275,6.0536,13.5439,0.237,0.0171,0.0171,0.1112,0.1258
FN,iccad1,layercam,10,2,0.2895,0.0082,0.0082,0.1043,0.1853,0.4847,0.0077,0.0078,0.1769,0.3077,0.1097,0.0029,0.0029,0.0359,0.0738,6.9435,0.8425,0.8425,31.7263,-24.7828,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.1693,-0.1693,0.3821,0.0085,0.0085,0.1087,0.2733,23.316,2.989,2.989,6.429,16.887,0.2902,0.0099,0.0099,0.1069,0.1832
FN,iccad1,layercam,20,2,0.2539,0.0053,0.0053,0.1177,0.1362,0.4253,0.0,0.0,0.1881,0.2372,0.0907,0.0014,0.0014,0.0395,0.0512,10.9665,1.0285,1.0285,32.3104,-21.3439,0.0,0.0,0.0,0.1167,-0.1167,0.0,0.0,0.0,0.1482,-0.1482,0.6084,0.0809,0.0809,0.2192,0.3892,18.7845,4.4345,4.4345,6.5495,12.235,0.255,0.0087,0.0087,0.1187,0.1363
FN,iccad1,layercam,30,2,0.2194,0.0103,0.0103,0.1119,0.1076,0.3669,0.0067,0.0066,0.1767,0.1902,0.075,0.0015,0.0015,0.0382,0.0368,15.8875,0.5575,0.5575,34.254,-18.3665,0.0,0.0,0.0,0.1666,-0.1666,0.0,0.0,0.0,0.141,-0.141,0.7565,0.0276,0.0276,0.3046,0.4518,15.412,2.192,2.192,6.0536,9.3584,0.2236,0.0098,0.0098,0.1112,0.1124
FN,iccad1,occlusion,10,2,0.4054,0.0724,0.0724,0.1043,0.3012,0.3802,0.0016,0.0016,0.1769,0.2033,0.1072,0.0118,0.0117,0.0359,0.0713,5.538,0.352,0.352,31.7263,-26.1883,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.1693,-0.1693,0.1808,0.0233,0.0233,0.1087,0.0721,11.1595,2.5905,2.5905,6.429,4.7305,0.377,0.0475,0.0475,0.1069,0.2701
FN,iccad1,occlusion,20,2,0.2559,0.0422,0.0422,0.1177,0.1382,0.2836,0.0273,0.0273,0.1881,0.0955,0.068,0.0027,0.0027,0.0395,0.0285,11.761,2.316,2.316,32.3104,-20.5494,0.0,0.0,0.0,0.1167,-0.1167,0.0,0.0,0.0,0.1482,-0.1482,0.2298,0.0393,0.0393,0.2192,0.0107,7.125,1.943,1.943,6.5495,0.5755,0.2497,0.038,0.0381,0.1187,0.131
FN,iccad1,occlusion,30,2,0.196,0.0102,0.0102,0.1119,0.0841,0.2287,0.0023,0.0023,0.1767,0.052,0.0529,0.0023,0.0024,0.0382,0.0148,20.983,0.833,0.833,34.254,-13.271,0.0,0.0,0.0,0.1666,-0.1666,0.0,0.0,0.0,0.141,-0.141,0.3333,0.1282,0.1282,0.3046,0.0287,7.0415,3.3215,3.3215,6.0536,0.9879,0.1891,0.0122,0.0122,0.1112,0.0779
FN,iccad2,gradcam,10,3,0.0,0.0016,0.0015,0.1706,-0.1706,0.0,0.0052,0.0049,0.1937,-0.1937,0.0,0.0016,0.0015,0.0554,-0.0554,56.451,15.466,14.0271,27.6789,25.5568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059,-0.1059,0.0,0.0,0.0,6.8554,-6.8554,0.0,0.0022,0.0021,0.1667,-0.1667
FN,iccad2,gradcam,20,3,0.0,0.0077,0.0073,0.1397,-0.1397,0.0,0.017,0.0161,0.1818,-0.1818,0.0,0.0052,0.0049,0.0493,-0.0493,53.213,15.74,14.5007,30.4904,20.3808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0093,0.2011,-0.2011,0.0,0.548,0.5167,6.1264,-6.1264,0.0,0.0152,0.0143,0.1426,-0.1426
FN,iccad2,gradcam,30,3,0.0,0.0312,0.0294,0.1393,-0.1393,0.0,0.0343,0.0323,0.1805,-0.1805,0.0,0.0184,0.0173,0.0475,-0.0475,50.238,18.8965,16.5743,31.1653,19.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0388,0.2996,-0.2996,0.0,1.528,1.4406,6.0851,-6.0851,0.0,0.0324,0.0305,0.1401,-0.1401
FN,iccad2,gradcam_plus,10,3,0.3208,0.1509,0.1257,0.1706,0.2404,0.5652,0.2494,0.2183,0.1937,0.3656,0.0807,0.0679,0.0626,0.0554,0.0587,2.637,5.126,4.7418,27.6789,-25.4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3782,0.1797,0.1527,0.1059,0.2657,23.515,7.274,6.2436,6.8554,16.6596,0.2471,0.1081,0.09,0.1667,0.1513
FN,iccad2,gradcam_plus,20,3,0.3181,0.1724,0.1433,0.1397,0.2488,0.4537,0.2343,0.1981,0.1818,0.2708,0.0843,0.0656,0.0551,0.0493,0.0646,3.616,6.7195,6.2707,30.4904,-26.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6987,0.37,0.3152,0.2011,0.4976,21.724,8.6695,7.5195,6.1264,15.5976,0.2388,0.1165,0.0967,0.1426,0.1683
FN,iccad2,gradcam_plus,30,3,0.2453,0.122,0.1009,0.1393,0.1625,0.3402,0.1793,0.1493,0.1805,0.1597,0.0687,0.0423,0.0357,0.0475,0.0459,16.323,2.4025,2.1796,31.1653,-14.8423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8718,0.3604,0.3269,0.2996,0.5722,17.671,5.148,4.7625,6.0851,11.9505,0.1907,0.082,0.0677,0.1401,0.1098
FN,iccad2,layercam,10,3,0.2451,0.0294,0.0255,0.1706,0.0809,0.4348,0.0978,0.09,0.1937,0.2352,0.1126,0.0397,0.0325,0.0554,0.0572,12.837,6.119,5.2308,27.6789,-14.8419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2885,0.1721,0.142,0.1059,0.176,17.935,5.4805,5.1208,6.8554,11.0796,0.2223,0.0491,0.0412,0.1667,0.0556
FN,iccad2,layercam,20,3,0.1782,0.0532,0.0496,0.1397,0.0526,0.3378,0.0685,0.0588,0.1818,0.1549,0.0843,0.0467,0.0386,0.0493,0.035,19.39,8.152,7.4583,30.4904,-11.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423,0.1429,0.1191,0.2011,0.2412,18.137,2.89,2.4627,6.1264,7.6256,0.1799,0.0685,0.0561,0.1426,0.0373
FN,iccad2,layercam,30,3,0.1543,0.0664,0.0584,0.1393,0.015,0.2819,0.052,0.0433,0.1805,0.1014,0.0728,0.0452,0.0373,0.0475,0.0253,23.682,9.508,8.8451,31.1653,-7.4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321,0.0985,0.0844,0.2996,0.2325,13.021,3.554,2.9937,6.0851,7.3005,0.1584,0.076,0.0626,0.1401,0.0183
FN,iccad2,occlusion,10,3,0.2244,0.1451,0.1316,0.1706,0.144,0.2933,0.116,0.0952,0.1937,0.0937,0.0893,0.0285,0.0245,0.0554,0.0226,7.108,0.616,0.5696,27.6789,-21.7539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891,0.1154,0.1004,0.1059,0.0766,11.758,12.8535,10.5075,6.8554,4.9026,0.2037,0.1468,0.1288,0.1667,0.1267
FN,iccad2,occlusion,20,3,0.1725,0.1122,0.0967,0.1397,0.1032,0.3002,0.1022,0.0895,0.1818,0.1173,0.064,0.0207,0.017,0.0493,0.019,8.324,0.914,0.7595,30.4904,-23.3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773,0.0265,0.0217,0.2011,0.0563,9.367,4.1855,3.5321,6.1264,3.187,0.1596,0.093,0.0844,0.1426,0.0891
FN,iccad2,occlusion,30,3,0.1317,0.0998,0.085,0.1393,0.0489,0.2804,0.0991,0.0921,0.1805,0.0834,0.0426,0.0195,0.0164,0.0475,0.0091,11.369,2.781,2.275,31.1653,-20.9391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601,0.0464,0.0412,0.2996,0.0529,7.706,1.7605,1.4983,6.0851,1.1215,0.1245,0.0907,0.0803,0.1401,0.0436
FN,iccad3,gradcam,10,3,0.1748,0.0439,0.0367,0.1646,0.0273,0.2005,0.0208,0.0172,0.1761,0.0096,0.0413,0.0085,0.0072,0.039,0.0046,13.023,11.9935,10.5772,12.8443,0.1787,0.0,0.3108,0.293,0.0333,0.0,0.0,2.2915,2.1604,0.2409,0.0,0.049,0.037,0.0308,0.0957,-0.052,5.58,5.281,4.3142,11.2824,-5.7024,0.1792,0.0429,0.0353,0.1705,0.03
FN,iccad3,gradcam,20,3,0.1931,0.0432,0.0354,0.1605,0.0371,0.1984,0.0225,0.0185,0.1785,0.0193,0.0442,0.0095,0.0077,0.0379,0.0075,12.625,11.9985,10.6309,14.7616,-1.2954,0.6216,0.5,0.4123,0.1784,0.4432,2.292,1.196,1.1048,0.6447,1.5325,0.1287,0.0691,0.063,0.1797,-0.0494,7.872,4.584,4.0511,10.2571,-3.2669,0.1939,0.0457,0.0374,0.1665,0.0352
FN,iccad3,gradcam,30,3,0.1606,0.0395,0.0333,0.1721,0.0254,0.2014,0.0346,0.0293,0.1773,0.0077,0.0373,0.0091,0.0083,0.0413,0.0057,14.072,12.096,10.486,14.2907,-0.2187,0.6486,0.5,0.4142,0.1667,0.3054,1.594,0.797,0.7514,0.2603,0.7674,0.2917,0.0701,0.0605,0.3087,-0.0228,6.842,4.584,4.1468,11.2716,-0.3438,0.1644,0.0411,0.0339,0.1726,0.0201
FN,iccad3,gradcam_plus,10,3,0.1748,0.0439,0.0367,0.1646,0.0273,0.2005,0.0208,0.0172,0.1761,0.0096,0.0413,0.0085,0.0072,0.039,0.0046,13.023,11.9935,10.5772,12.8443,0.1787,0.0,0.3108,0.293,0.0333,0.0,0.0,2.2915,2.1604,0.2409,0.0,0.049,0.037,0.0308,0.0957,-0.052,5.58,5.281,4.3142,11.2824,-5.7024,0.1792,0.0429,0.0353,0.1705,0.03
FN,iccad3,gradcam_plus,20,3,0.1931,0.0432,0.0354,0.1605,0.0371,0.1984,0.0225,0.0185,0.1785,0.0193,0.0442,0.0095,0.0077,0.0379,0.0075,12.625,11.9985,10.6309,14.7616,-1.2954,0.6216,0.5,0.4123,0.1784,0.4432,2.292,1.196,1.1048,0.6447,1.5325,0.1287,0.0691,0.063,0.1797,-0.0494,7.872,4.584,4.0511,10.2571,-3.2669,0.1939,0.0457,0.0374,0.1665,0.0352
FN,iccad3,gradcam_plus,30,3,0.1606,0.0395,0.0333,0.1721,0.0254,0.2014,0.0346,0.0293,0.1773,0.0077,0.0373,0.0091,0.0083,0.0413,0.0057,14.072,12.096,10.486,14.2907,-0.2187,0.6486,0.5,0.4142,0.1667,0.3054,1.594,0.797,0.7514,0.2603,0.7674,0.2917,0.0701,0.0605,0.3087,-0.0228,6.842,4.584,4.1468,11.2716,-0.3438,0.1644,0.0411,0.0339,0.1726,0.0201
FN,iccad3,layercam,10,3,0.401,0.0846,0.0736,0.1646,0.2816,0.3055,0.0925,0.0829,0.1761,0.1294,0.0919,0.0141,0.0116,0.039,0.0598,2.963,0.402,0.3286,12.8443,-10.2523,0.0,0.2567,0.2421,0.0333,0.0,0.0,1.893,1.7847,0.2409,0.0,0.2294,0.2156,0.1848,0.0957,0.1365,32.682,9.9645,8.8847,11.2824,19.7132,0.2813,0.0381,0.0331,0.1705,0.1514
FN,iccad3,layercam,20,3,0.3236,0.0683,0.0621,0.1605,0.2163,0.3137,0.0708,0.0615,0.1785,0.1535,0.0816,0.012,0.0098,0.0379,0.053,4.011,0.908,0.7417,14.7616,-11.7066,0.0,0.4729,0.4459,0.1784,0.0,0.0,1.744,1.6443,0.6447,0.0,0.3608,0.2327,0.2104,0.1797,0.1827,24.415,3.737,3.2612,10.2571,13.2751,0.2695,0.0417,0.0347,0.1665,0.133
FN,iccad3,layercam,30,3,0.288,0.063,0.055,0.1721,0.1529,0.299,0.0454,0.039,0.1773,0.1275,0.0696,0.0092,0.0082,0.0413,0.0372,4.472,2.118,1.8508,14.2907,-10.5377,0.0,0.5,0.4714,0.1667,0.0,0.0,1.229,1.1587,0.2603,0.0,0.5399,0.2496,0.212,0.3087,0.2312,18.933,4.9495,4.1256,11.2716,11.2745,0.2606,0.0449,0.0367,0.1726,0.0986
FN,iccad3,occlusion,10,3,0.4213,0.1085,0.089,0.1646,0.2567,0.3834,0.0229,0.0192,0.1761,0.2073,0.0972,0.0146,0.0119,0.039,0.0582,2.805,1.378,1.1814,12.8443,-10.0393,0.0,0.0,0.0,0.0333,-0.0333,0.0,0.0,0.0,0.2409,-0.2409,0.0,0.0306,0.0288,0.0957,-0.0929,0.0,3.4875,3.288,11.2824,-5.8333,0.3775,0.0721,0.061,0.1705,0.207
FN,iccad3,occlusion,20,3,0.3637,0.0854,0.0699,0.1605,0.2032,0.358,0.0385,0.0315,0.1785,0.1795,0.0847,0.0123,0.0102,0.0379,0.0475,4.443,1.1555,0.9521,14.7616,-10.3186,0.0,0.0,0.0,0.1784,-0.1784,0.0,0.0,0.0,0.6447,-0.6447,0.1136,0.0295,0.0265,0.1797,-0.07,6.477,1.2455,1.0172,10.2571,-3.7801,0.3228,0.0556,0.0456,0.1665,0.1563
FN,iccad3,occlusion,30,3,0.2785,0.0732,0.0606,0.1721,0.1139,0.3322,0.0427,0.0376,0.1773,0.1511,0.0638,0.0123,0.0106,0.0413,0.0288,6.624,1.3815,1.2645,14.2907,-7.6667,0.0,0.1757,0.1657,0.1667,0.0,0.0,0.432,0.4073,0.2603,0.0,0.2308,0.0608,0.0508,0.3087,-0.0837,5.58,3.986,3.585,11.2716,-1.6135,0.2693,0.0537,0.0441,0.1726,0.1105
FN,iccad4,gradcam,10,3,0.2748,0.0706,0.0649,0.244,0.1071,0.2985,0.0816,0.0667,0.1783,0.0933,0.0763,0.0182,0.017,0.0525,0.0103,2.973,1.1985,1.0707,7.2324,-4.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0304,0.0286,0.0876,0.0314,12.356,2.69,2.4078,9.3424,3.4693,0.3048,0.1099,0.0897,0.2433,0.041
FN,iccad4,gradcam,20,3,0.2389,0.1128,0.0948,0.2421,0.0193,0.2523,0.0412,0.0363,0.1702,0.0661,0.0651,0.0266,0.0219,0.0503,0.0148,5.039,3.3405,2.8256,7.1694,-2.1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904,0.0476,0.0393,0.2041,-0.0137,9.965,1.844,1.7155,11.8295,-0.4995,0.2942,0.0904,0.0784,0.2454,0.0422
FN,iccad4,gradcam,30,3,0.2832,0.1166,0.0982,0.2484,0.0348,0.2368,0.0613,0.0562,0.172,0.0329,0.0719,0.0316,0.0263,0.05,0.0219,4.502,5.2425,4.7862,7.1744,-1.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654,0.1319,0.1081,0.295,-0.0296,9.168,4.2515,3.5655,9.987,-0.819,0.2744,0.0891,0.0795,0.2504,0.0147
FN,iccad4,gradcam_plus,10,3,0.2748,0.0706,0.0649,0.244,0.1071,0.2985,0.0816,0.0667,0.1783,0.0933,0.0763,0.0182,0.017,0.0525,0.0103,2.973,1.1985,1.0707,7.2324,-4.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0304,0.0286,0.0876,0.0314,12.356,2.69,2.4078,9.3424,3.4693,0.3048,0.1099,0.0897,0.2433,0.041
FN,iccad4,gradcam_plus,20,3,0.2389,0.1128,0.0948,0.2421,0.0193,0.2523,0.0412,0.0363,0.1702,0.0661,0.0651,0.0266,0.0219,0.0503,0.0148,5.039,3.3405,2.8256,7.1694,-2.1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904,0.0476,0.0393,0.2041,-0.0137,9.965,1.844,1.7155,11.8295,-0.4995,0.2942,0.0904,0.0784,0.2454,0.0422
FN,iccad4,gradcam_plus,30,3,0.2832,0.1166,0.0982,0.2484,0.0348,0.2368,0.0613,0.0562,0.172,0.0329,0.0719,0.0316,0.0263,0.05,0.0219,4.502,5.2425,4.7862,7.1744,-1.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654,0.1319,0.1081,0.295,-0.0296,9.168,4.2515,3.5655,9.987,-0.819,0.2744,0.0891,0.0795,0.2504,0.0147
FN,iccad4,layercam,10,3,0.29,0.0098,0.0081,0.244,0.0537,0.2668,0.0529,0.0438,0.1783,0.0616,0.0674,0.0029,0.0025,0.0525,0.0103,4.093,0.5435,0.4542,7.2324,-2.8014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015,0.0269,0.0235,0.0876,0.1108,25.508,2.5905,2.3143,9.3424,14.589,0.2951,0.0246,0.0201,0.2433,0.0579
FN,iccad4,layercam,20,3,0.2715,0.009,0.0079,0.2421,0.0245,0.2574,0.0494,0.0416,0.1702,0.0591,0.0667,0.0053,0.0043,0.0503,0.0105,4.381,0.644,0.5299,7.1694,-2.2834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4385,0.0549,0.045,0.2041,0.2344,22.72,5.5805,4.947,11.8295,12.3555,0.2704,0.0262,0.0223,0.2454,0.058
FN,iccad4,layercam,30,3,0.2569,0.0194,0.0158,0.2484,0.0149,0.2462,0.0457,0.0381,0.172,0.0423,0.0653,0.0074,0.0061,0.05,0.0089,4.703,0.639,0.5398,7.1744,-2.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6044,0.0475,0.0426,0.295,0.3242,21.923,4.6175,4.0645,9.987,11.9621,0.261,0.0264,0.0225,0.2504,0.0412
FN,iccad4,occlusion,10,3,0.3523,0.1392,0.1148,0.244,0.0904,0.2573,0.0609,0.0538,0.1783,0.0696,0.0624,0.0147,0.0129,0.0525,0.0198,4.906,1.001,0.8177,7.2324,-2.3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0577,0.048,0.0876,-0.0138,9.964,6.2775,5.4122,9.3424,-1.553,0.2929,0.1303,0.1088,0.2433,0.0506
FN,iccad4,occlusion,20,3,0.2619,0.1165,0.0976,0.2421,0.0368,0.2195,0.0383,0.0332,0.1702,0.0362,0.0599,0.0098,0.008,0.0503,0.0096,5.483,0.722,0.6805,7.1694,-1.6874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1123,0.0828,0.0676,0.2041,-0.0855,7.275,4.534,3.773,11.8295,-5.2804,0.2464,0.1025,0.0876,0.2454,0.0449
FN,iccad4,occlusion,30,3,0.2551,0.0952,0.079,0.2484,0.0358,0.217,0.0398,0.0341,0.172,0.0309,0.0597,0.0121,0.01,0.05,0.0097,5.926,0.911,0.7594,7.1744,-1.2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692,0.0829,0.0711,0.295,-0.1288,7.308,3.122,2.556,9.987,-5.3027,0.2469,0.0757,0.0634,0.2504,0.0455
FN,iccad5,gradcam,10,1,0.0588,0.0,0.0,0.0866,-0.0278,0.1309,0.0,0.0,0.1728,-0.0419,0.0163,0.0,0.0,0.0223,-0.006,21.746,0.0,0.0,19.3423,2.4037,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.2735,-0.2735,0.0769,0.0,0.0,0.0963,-0.0194,5.181,0.0,0.0,6.3606,-1.1796,0.0577,0.0,0.0,0.0888,-0.0311
FN,iccad5,gradcam,20,1,0.0727,0.0,0.0,0.1012,-0.0285,0.1432,0.0,0.0,0.1845,-0.0413,0.0191,0.0,0.0,0.0258,-0.0067,19.246,0.0,0.0,18.9176,0.3284,0.0,0.0,0.0,0.2333,-0.2333,0.0,0.0,0.0,0.4786,-0.4786,0.216,0.0,0.0,0.2045,0.0115,7.275,0.0,0.0,6.7514,0.5236,0.0661,0.0,0.0,0.0992,-0.0331
FN,iccad5,gradcam,30,1,0.0694,0.0,0.0,0.0934,-0.024,0.1392,0.0,0.0,0.1725,-0.0333,0.0189,0.0,0.0,0.0242,-0.0053,20.869,0.0,0.0,19.0491,1.8199,0.5238,0.0,0.0,0.1667,0.3571,0.731,0.0,0.0,0.2278,0.5032,0.429,0.0,0.0,0.3012,0.1278,9.633,0.0,0.0,6.6275,3.0055,0.0631,0.0,0.0,0.0944,-0.0313
FN,iccad5,gradcam_plus,10,1,0.0588,0.0,0.0,0.0866,-0.0278,0.1309,0.0,0.0,0.1728,-0.0419,0.0163,0.0,0.0,0.0223,-0.006,21.746,0.0,0.0,19.3423,2.4037,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.2735,-0.2735,0.0769,0.0,0.0,0.0963,-0.0194,5.181,0.0,0.0,6.3606,-1.1796,0.0577,0.0,0.0,0.0888,-0.0311
FN,iccad5,gradcam_plus,20,1,0.0727,0.0,0.0,0.1012,-0.0285,0.1432,0.0,0.0,0.1845,-0.0413,0.0191,0.0,0.0,0.0258,-0.0067,19.246,0.0,0.0,18.9176,0.3284,0.0,0.0,0.0,0.2333,-0.2333,0.0,0.0,0.0,0.4786,-0.4786,0.216,0.0,0.0,0.2045,0.0115,7.275,0.0,0.0,6.7514,0.5236,0.0661,0.0,0.0,0.0992,-0.0331
FN,iccad5,gradcam_plus,30,1,0.0694,0.0,0.0,0.0934,-0.024,0.1392,0.0,0.0,0.1725,-0.0333,0.0189,0.0,0.0,0.0242,-0.0053,20.869,0.0,0.0,19.0491,1.8199,0.5238,0.0,0.0,0.1667,0.3571,0.731,0.0,0.0,0.2278,0.5032,0.429,0.0,0.0,0.3012,0.1278,9.633,0.0,0.0,6.6275,3.0055,0.0631,0.0,0.0,0.0944,-0.0313
FN,iccad5,layercam,10,1,0.1564,0.0,0.0,0.0866,0.0698,0.4297,0.0,0.0,0.1728,0.2569,0.0494,0.0,0.0,0.0223,0.0271,8.017,0.0,0.0,19.3423,-11.3253,0.0952,0.0,0.0,0.0667,0.0285,0.399,0.0,0.0,0.2735,0.1255,0.4675,0.0,0.0,0.0963,0.3712,31.487,0.0,0.0,6.3606,25.1264,0.1776,0.0,0.0,0.0888,0.0888
FN,iccad5,layercam,20,1,0.1345,0.0,0.0,0.1012,0.0333,0.3238,0.0,0.0,0.1845,0.1393,0.0419,0.0,0.0,0.0258,0.0161,12.297,0.0,0.0,18.9176,-6.6206,0.3333,0.0,0.0,0.2333,0.1,0.698,0.0,0.0,0.4786,0.2194,0.5769,0.0,0.0,0.2045,0.3724,19.432,0.0,0.0,6.7514,12.6806,0.1516,0.0,0.0,0.0992,0.0524
FN,iccad5,layercam,30,1,0.1311,0.0,0.0,0.0934,0.0377,0.274,0.0,0.0,0.1725,0.1015,0.0386,0.0,0.0,0.0242,0.0144,14.463,0.0,0.0,19.0491,-4.5861,0.4762,0.0,0.0,0.1667,0.3095,0.664,0.0,0.0,0.2278,0.4362,0.7071,0.0,0.0,0.3012,0.4059,15.877,0.0,0.0,6.6275,9.2495,0.1369,0.0,0.0,0.0944,0.0425
FN,iccad5,occlusion,10,1,0.2296,0.0,0.0,0.0866,0.143,0.2678,0.0,0.0,0.1728,0.095,0.0574,0.0,0.0,0.0223,0.0351,8.307,0.0,0.0,19.3423,-11.0353,0.0,0.0,0.0,0.0667,-0.0667,0.0,0.0,0.0,0.2735,-0.2735,0.0,0.0,0.0,0.0963,-0.0963,0.0,0.0,0.0,6.3606,-6.3606,0.1695,0.0,0.0,0.0888,0.0807
